Queries,cleaned_queries,kmeans_cluster,hdbscan_cluster,x,y
problems with user account deletions,problems with user account deletions,2,-1,-35.527794,-37.885674
product review,product review,9,-1,9.361748,-11.201109
question about a forgotten password,question about a forgotten password,2,-1,-54.72892,-53.239986
question about a password recovery,question about a password recovery,2,-1,-65.14568,-46.531456
question about a shipping address change,question about a shipping address change,4,-1,-47.35914,54.55009
question about a user account deletion,question about a user account deletion,2,79,-33.989326,-39.01379
question about canceling an order,question about canceling an order,5,51,22.472296,4.39726
question about canceling my last order,question about canceling my last order,5,51,22.096308,6.1360526
question about canceling my order,question about canceling my order,5,51,22.88024,4.766146
question about canceling my orders,question about canceling my orders,5,51,23.177229,4.2654977
question about canceling orders,question about canceling orders,5,51,23.134617,4.0051885
question about canceling the last order I made,question about canceling the last order i made,5,51,21.973446,6.2271314
question about cancelling an order I have made,question about cancelling an order i have made,5,51,22.563692,4.946056
question about cancelling my last order,question about cancelling my last order,5,51,22.01734,6.1669874
question about cancelling orders,question about cancelling orders,5,51,23.095041,3.9546247
question about cancelling the last order,question about cancelling the last order,5,51,21.441357,6.192206
question about changing an order,question about changing an order,6,49,20.365726,28.83638
question about changing my order,question about changing my order,6,49,20.663313,28.575783
question about changing the order I made,question about changing the order i made,6,49,20.657423,28.47603
question about forgotten passwords,question about forgotten passwords,2,-1,-54.52367,-55.95141
question about my payment,question about my payment,1,-1,43.24146,-40.10528
question about my registration,question about my registration,8,95,-39.46877,20.586287
question about online sign-up,question about online sign-up,8,-1,-50.73293,11.686718
question about the delivery options,question about the delivery options,7,30,5.9862223,85.393616
question about the options for delivery,question about the options for delivery,7,30,6.0231123,85.37466
receive ur newsletter,receive ur newsletter,9,-1,-16.864128,24.151104
receiving newsletter,receiving newsletter,9,-1,-16.889032,24.3209
recover my password,recover my password,2,65,-53.994843,-41.61471
recover password,recover password,2,-1,-54.425926,-42.44091
recover user account access key,recover user account access key,2,55,-58.928917,-38.375877
recovering password,recovering password,2,66,-54.588108,-42.51832
refund status,refund status,0,13,27.298174,-63.477886
register,register,8,-1,-38.366383,16.246824
registering,registering,8,-1,-38.755074,16.388027
registration help,registration help,8,95,-40.68848,20.178816
registration issue,registration issue,8,96,-43.13714,22.074308
registration issues,registration issues,8,96,-43.167713,22.160305
report a registration issue,report a registration issue,8,97,-51.39874,31.583952
report an issue with payment,report an issue with payment,1,21,72.17149,-34.928223
report issue with payment,report issue with payment,1,21,66.03827,-29.17692
report issue with payments,report issue with payments,1,21,66.1544,-29.399193
report issues with payment,report issues with payment,1,21,65.41022,-29.754642
report issues with payments,report issues with payments,1,21,65.81087,-29.975996
report issues with registration,report issues with registration,8,97,-49.225727,34.01863
report payment issue,report payment issue,1,21,66.0226,-29.146976
report payment issues,report payment issues,1,21,65.285614,-29.768423
report registration issue,report registration issue,8,97,-49.4384,34.80189
report registration issues,report registration issues,8,97,-49.25268,34.162636
reporting errors with online registration,reporting errors with online registration,8,-1,-51.338314,26.370888
reporting issue with payment,reporting issue with payment,1,21,66.031876,-29.194855
reporting issue with payments,reporting issue with payments,1,21,66.169,-29.390772
reporting issue with registration,reporting issue with registration,8,97,-49.384247,34.610725
reporting issues with registration,reporting issues with registration,8,97,-49.255795,34.17758
reporting payment issues,reporting payment issues,1,21,65.27128,-29.723608
reporting registration issue,reporting registration issue,8,97,-49.41473,34.73078
reporting registration issues,reporting registration issues,8,97,-49.26289,34.225708
reset user account pass,reset user account pass,2,-1,-54.308884,-46.627453
retrieve account access key,retrieve account access key,2,-1,-58.65101,-38.239223
retrieve online account pass,retrieve online account pass,2,-1,-53.03787,-45.390568
review,review,9,-1,9.4348345,-11.344569
review for a service,review for a service,9,6,5.0286922,-15.785848
review for your company,review for your company,9,6,11.240606,-10.156103
review for your services,review for your services,9,6,5.070348,-15.789185
see at what time I can reach custome assistance,see at what time i can reach custome assistance,7,-1,38.130264,17.018011
see the termination fee,see the termination fee,5,37,-35.285637,-61.8698
seeing early termination charge,seeing early termination charge,5,37,-33.261974,-63.168938
send me my invoice,send me my invoice,3,1,66.53575,-4.7012506
send me the invoice from four months ago,send me the invoice from four months ago,3,1,71.3256,2.3969
set a new shipping address up,set a new shipping address up,4,81,-29.184622,76.767815
set another shipping address up,set another shipping address up,4,-1,-19.136078,76.16929
set new shipping address up,set new shipping address up,4,81,-29.18504,76.70637
set up new shipping address,set up new shipping address,4,81,-29.243532,76.66906
setting new shipping address up,setting new shipping address up,4,81,-29.216011,76.61
setting up new shipping address,setting up new shipping address,4,81,-29.292986,76.560394
shipping address issue,shipping address issue,4,-1,-34.54362,59.863724
shipping address not valid,shipping address not valid,4,-1,-28.461208,67.3604
show me at what time customer service available is,show me at what time customer service available is,7,17,34.24925,18.468178
show me at what time I can contact customer service,show me at what time i can contact customer service,7,17,34.925186,16.290455
show me how long it usually takes for the delivery to arrive,show me how long it usually takes for the delivery to arrive,7,-1,48.271496,54.361725
show me how long refunds take,show me how long refunds take,0,-1,50.13099,-72.95788
show me how long refunds usually take,show me how long refunds usually take,0,-1,50.134487,-72.85041
show me how long the delivery takes,show me how long the delivery takes,7,48,48.388363,54.510963
show me in what cases can I ask for a refund,show me in what cases can i ask for a refund,0,4,-1.7159374,-64.688866
show me in what cases can I ask for my money back,show me in what cases can i ask for my money back,0,5,-4.9991174,-69.32519
show me in what cases can I ask for refunds,show me in what cases can i ask for refunds,0,4,-1.1552265,-63.366657
show me in what cases can I ask to be refunded,show me in what cases can i ask to be refunded,0,4,-1.6931803,-64.750725
show me my invoice,show me my invoice,3,1,66.51231,-3.6153219
show me my order ETA,show me my order eta,6,40,66.74708,23.032593
show me the cancellation fee,show me the cancellation fee,5,32,-15.2144165,-55.156593
show me the cancellation fees,show me the cancellation fees,5,32,-15.200787,-55.097725
show me the cancellation penalty,show me the cancellation penalty,5,33,-19.57829,-57.41494
show me the invoices,show me the invoices,3,1,65.151985,6.7328773
show me the invoices from 8 months ago,show me the invoices from 8 months ago,3,1,79.603355,8.558266
show me the payment options,show me the payment options,1,16,30.751863,-10.546093
show me the refund status,show me the refund status,0,13,28.691547,-65.664085
show me the status of my company newsletter subscription,show me the status of my company newsletter subscription,9,-1,-11.858708,31.152319
show me the status of my order,show me the status of my order,6,45,48.492756,35.95154
show me the status of my refund,show me the status of my refund,0,13,28.672081,-65.6625
show me under what circumstances can I ask for my money back,show me under what circumstances can i ask for my money back,0,5,-4.947514,-69.59536
show me under what circumstances can I ask for refunds,show me under what circumstances can i ask for refunds,0,4,-0.045427352,-63.496292
show me under what circumstances can I ask to be refunded,show me under what circumstances can i ask to be refunded,0,4,-0.31358126,-64.12988
show me what hours customer service available is,show me what hours customer service available is,7,17,44.32197,22.983232
show me what hours I can contact customer service,show me what hours i can contact customer service,7,17,40.064102,23.615255
show me what options for delivery I can choose,show me what options for delivery i can choose,7,30,12.1065035,83.18409
show me what options for delivery I have,show me what options for delivery i have,7,30,11.765713,83.204575
show me what options for delivery you offer,show me what options for delivery you offer,7,30,12.477269,83.86315
show me what payment methods are available,show me what payment methods are available,1,16,43.515236,-22.552732
show me what payment methods you accept,show me what payment methods you accept,1,16,39.10513,-16.736588
show me when my delivery is going to arrive,show me when my delivery is going to arrive,7,-1,58.356125,53.535126
show me your allowed payment methods,show me your allowed payment methods,1,16,30.976032,-24.454268
show me your money back policy,show me your money back policy,0,2,-17.285345,-79.49694
show me your refund policy,show me your refund policy,0,12,11.221777,-59.009468
sign up to tbe corporate newsletter,sign up to tbe corporate newsletter,9,-1,-11.894504,20.99531
sign up to the company newsletter,sign up to the company newsletter,9,-1,-12.975188,21.515825
signup errors,signup errors,8,-1,-51.65812,15.734935
solve a payment issue,solve a payment issue,1,22,35.054344,-40.655903
solve an issue with payment,solve an issue with payment,1,22,35.0729,-40.70354
solve an issue with payments,solve an issue with payments,1,22,35.602352,-41.05356
solve issues with payments,solve issues with payments,1,22,35.64903,-41.10217
solve payment issues,solve payment issues,1,22,35.163574,-40.76638
speak to a goddamn live agent,speak to a goddamn live agent,9,29,-14.971654,11.016845
speak to a person,speak to a person,9,-1,-21.264902,-6.205569
speak with agent,speak with agent,9,29,-18.266645,2.7090085
speaking with agent,speaking with agent,9,29,-18.008648,2.686779
status of order,status of order,6,45,48.018097,36.236298
status of refund,status of refund,0,13,27.351416,-63.454056
submitting product review,submitting product review,9,-1,9.071532,-11.069261
subscribe to company newsletter,subscribe to company newsletter,9,61,-10.543579,27.624098
subscribe to your company newsletter,subscribe to your company newsletter,9,61,-10.791869,27.155329
subscribing to company newsletter,subscribing to company newsletter,9,61,-8.7437105,27.180872
subscription to ur company newsletter,subscription to ur company newsletter,9,61,-10.394914,28.858088
subscription to your company newsletter,subscription to your company newsletter,9,61,-10.24231,28.889673
support regarding our user signup,support regarding our user signup,8,-1,-49.500156,13.344795
support trying to correct my shipping address,support trying to correct my shipping address,4,-1,-32.686474,56.918346
support with registration,support with registration,8,-1,-42.899876,17.601171
switch to another account,switch to another account,2,105,-58.26967,-9.733452
switch to another user,switch to another user,2,106,-72.573395,-17.299458
switch to new account,switch to new account,2,-1,-58.00874,-9.334816
switch user,switch user,2,106,-72.389175,-16.913881
switching to another account,switching to another account,2,105,-58.316864,-9.559986
switching to another user,switching to another user,2,106,-72.5799,-17.425764
switching to new profile,switching to new profile,2,98,-75.83287,-6.8278227
switching user,switching user,2,106,-72.36366,-17.169203
take a quick look at the invoices from six months ago,take a quick look at the invoices from six months ago,3,1,65.65784,3.9253979
talk to customer service,talk to customer service,9,41,-16.01001,-20.016575
talk to human agent,talk to human agent,9,29,-13.471135,2.2047744
talking to agent,talking to agent,9,29,-18.026415,2.8157787
tell me about a password recovery,tell me about a password recovery,2,66,-64.85098,-47.43315
tell me about a shipping address change,tell me about a shipping address change,4,75,-48.58675,54.358547
tell me about a user account deletion,tell me about a user account deletion,2,79,-33.620083,-40.233418
tell me about cancel the company newsletter subscription,tell me about cancel the company newsletter subscription,5,57,-30.605371,30.537756
tell me about canceling the company newsletter subscription,tell me about canceling the company newsletter subscription,5,57,-30.63982,30.529842
tell me about cancelling the company newsletter subscription,tell me about cancelling the company newsletter subscription,5,57,-30.66445,30.555477
tell me about changing my shipping address,tell me about changing my shipping address,4,74,-44.67218,57.756084
tell me about changing the shipping address,tell me about changing the shipping address,4,74,-44.347134,56.56428
tell me about delivery period,tell me about delivery period,7,36,39.51808,69.867096
tell me about forgotten passwords,tell me about forgotten passwords,2,68,-55.157852,-56.532413
tell me about order cancelations,tell me about order cancelations,5,51,25.544853,-0.3735916
tell me about the delivery period,tell me about the delivery period,7,36,39.373337,69.9423
tell me about the delivery periods,tell me about the delivery periods,7,36,38.722,69.81651
tell me about the olst PIN code,tell me about the olst pin code,6,-1,-67.699814,-33.893604
tell me about the options for delivery,tell me about the options for delivery,7,30,8.18276,87.08236
tell me about unsubscribing to your company newsletter,tell me about unsubscribing to your company newsletter,9,53,-18.437658,35.673004
tell me at what time customer service available is,tell me at what time customer service available is,7,17,34.203415,19.247547
tell me at what time I can contact customer service,tell me at what time i can contact customer service,7,17,34.388504,13.968279
tell me more about a forgotten password,tell me more about a forgotten password,2,68,-55.46567,-53.34936
tell me more about a password recovery,tell me more about a password recovery,2,66,-65.092865,-47.428886
tell me more about a shipping address change,tell me more about a shipping address change,4,75,-48.548386,54.281204
tell me more about a standard account removal,tell me more about a standard account removal,2,-1,-31.52392,-37.52417
tell me more about a user account deletion,tell me more about a user account deletion,2,79,-33.892895,-40.32934
tell me more about changing my shipping address,tell me more about changing my shipping address,4,74,-44.4838,57.91766
tell me more about delivery period,tell me more about delivery period,7,36,39.379913,69.88951
tell me more about forgotten passwords,tell me more about forgotten passwords,2,68,-55.007874,-56.570282
tell me more about order cancelations,tell me more about order cancelations,5,51,25.504723,-0.4002819
tell me more about the company newsletter subscription,tell me more about the company newsletter subscription,9,62,-9.212368,30.000246
tell me more about the delivery period,tell me more about the delivery period,7,36,39.25786,70.01397
tell me more about the options for delivery,tell me more about the options for delivery,7,30,8.130275,87.09153
tell me more about unsubscribing to ur corporate newsletter,tell me more about unsubscribing to ur corporate newsletter,9,53,-18.27486,35.586
tell me more about unsubscribing to your company newsletter,tell me more about unsubscribing to your company newsletter,9,53,-18.379438,35.67182
tell me more about updating my address,tell me more about updating my address,4,-1,-32.020584,46.76715
tell me what hours customer service available is,tell me what hours customer service available is,7,17,43.959717,23.97602
tell me what payment methods are available,tell me what payment methods are available,1,16,44.847965,-23.238873
tell me what payment methods you accept,tell me what payment methods you accept,1,16,38.368687,-15.978268
the delivery options,the delivery options,7,30,5.903467,86.27806
the items I have purchased aren't the ones I wanted,the items i have purchased aren't the ones i wanted,6,-1,-13.903219,52.577377
the new shipping address isn't valid,the new shipping address isn't valid,4,72,-28.208807,68.449425
the shipping address changed,the shipping address changed,4,-1,-46.906055,52.60039
the shipping address has changed can uchange it,the shipping address has changed can uchange it,4,-1,-47.342907,52.81914
there are errors with my account signup,there are errors with my account signup,8,-1,-51.291607,15.781044
there are errors with my online sign-up,there are errors with my online sign-up,8,-1,-51.004894,16.442862
there are problems updating the delivery address,there are problems updating the delivery address,4,-1,-29.496395,52.72045
there are troubles updating the address,there are troubles updating the address,4,-1,-32.369183,47.45077
there is a problem trying to correct the delivery address,there is a problem trying to correct the delivery address,4,71,-30.146952,53.644917
there is a problem trying to update the delivery address,there is a problem trying to update the delivery address,4,71,-29.522335,52.707184
there is a problem updating my shipping address,there is a problem updating my shipping address,4,-1,-34.15658,58.029552
there is a trouble with the account signup,there is a trouble with the account signup,8,-1,-50.780903,15.333791
there is an error with the account sign-up,there is an error with the account sign-up,2,-1,-50.832935,15.616935
there is an issue updating my delivery address,there is an issue updating my delivery address,4,71,-29.656195,52.626953
there is any updates on my refund?,there is any updates on my refund?,0,10,45.688374,-52.59823
there is anything new on my refund?,there is anything new on my refund?,0,15,44.734474,-58.843204
track my last order,track my last order,6,44,33.828922,43.942806
track my order,track my order,6,44,22.911623,46.403
track order,track order,6,44,22.152737,46.126423
track refund,track refund,0,-1,32.838905,-75.25545
track the refund,track the refund,0,9,32.209213,-75.626976
tracking refund,tracking refund,0,9,32.094906,-75.20378
uare not being helpful i have to contact someone,uare not being helpful i have to contact someone,9,-1,-18.445866,-9.123623
uare not helpful at all need help to speak with someody,uare not helpful at all need help to speak with someody,9,-1,-19.021675,-9.105275
uare not helpful help me speak to an assistant,uare not helpful help me speak to an assistant,9,-1,-18.160452,-8.570338
uare not helpful i wanmt help to speak with a person,uare not helpful i wanmt help to speak with a person,9,-1,-19.059204,-9.057773
uarenot being helpful i want help to speak with someone,uarenot being helpful i want help to speak with someone,9,-1,-19.285341,-8.90386
uhave a mail address to contact customer assistance,uhave a mail address to contact customer assistance,9,41,-18.978783,-16.77333
under what circumstances can I ask for a refund?,under what circumstances can i ask for a refund?,0,4,0.625546,-64.004074
under what circumstances can I ask for my money back?,under what circumstances can i ask for my money back?,0,5,-5.376809,-69.87057
under what circumstances can I ask for refunds?,under what circumstances can i ask for refunds?,0,4,0.6780236,-63.370693
under what circumstances can I ask to be refunded?,under what circumstances can i ask to be refunded?,0,4,0.6112374,-63.989956
unsubscribe to company newsletter,unsubscribe to company newsletter,9,53,-19.521164,35.216545
unsubscribing to company newsletter,unsubscribing to company newsletter,9,53,-18.660936,35.801304
update information on user profile,update information on user profile,2,-1,-82.77253,3.1412463
use another user,use another user,2,-1,-68.036415,-18.525322
using another account,using another account,2,104,-51.34822,-10.677432
using another user,using another user,2,-1,-68.03788,-18.542503
wanna chat with a person,wanna chat with a person,9,42,-24.969898,-8.17916
wanna check at what time i can call customer service,wanna check at what time i can call customer service,7,17,34.42996,15.028382
wanna check at what time i can reach customer service,wanna check at what time i can reach customer service,7,17,34.52083,15.049455
wanna check the cancellationcharge,wanna check the cancellationcharge,5,-1,-21.73911,-51.4922
wanna check the status of my newsletter subscription help me,wanna check the status of my newsletter subscription help me,9,-1,-12.170312,31.286894
wanna check the termination fee,wanna check the termination fee,5,37,-35.116177,-61.438705
wanna correct the details on my account,wanna correct the details on my account,2,-1,-78.876114,11.588045
wanna know about canceling my newsletter subscription,wanna know about canceling my newsletter subscription,5,-1,-27.606949,25.993492
wanna know about my pwd retrieval,wanna know about my pwd retrieval,2,-1,-60.512123,-45.84849
wanna know more about my user acount removal,wanna know more about my user acount removal,2,-1,-34.893692,-40.30398
wanna list ur allowed payment options how do i do it,wanna list ur allowed payment options how do i do it,1,16,28.996798,-12.660176
wanna make a complaint against ur business,wanna make a complaint against ur business,9,70,3.5542912,-40.477757
wanna make a consumer claim against ur organization,wanna make a consumer claim against ur organization,9,-1,1.1456792,-33.77239
wanna modify the information on my account,wanna modify the information on my account,2,99,-77.57596,9.951842
wanna receive the company newsletter,wanna receive the company newsletter,9,-1,-13.218594,26.21685
wanna speak to an operator,wanna speak to an operator,9,11,-19.434818,-3.383144
wanna speak to customer assistance,wanna speak to customer assistance,9,41,-15.300089,-16.193007
wanna speakto customer service help me,wanna speakto customer service help me,9,41,-12.760629,-15.845336
wanna subscribe to the damn newsletter how can i do it,wanna subscribe to the damn newsletter how can i do it,9,-1,-15.073234,25.004768
wanna unsubscribe to ur newsletter can i get some hlp,wanna unsubscribe to ur newsletter can i get some hlp,9,-1,-18.335869,32.32141
wanna update the address,wanna update the address,4,-1,-31.47843,46.617752
wanna update the fucking details on my profile help me,wanna update the fucking details on my profile help me,2,-1,-82.029724,2.383885
want assistance changing to a new account,want assistance changing to a new account,2,-1,-59.862514,-6.632339
want assistance checking the available payment methods,want assistance checking the available payment methods,1,16,42.346752,-19.861645
want assistance seeing the early termination fee,want assistance seeing the early termination fee,5,37,-33.83853,-61.41463
want assistance seeing the withdrawal fee,want assistance seeing the withdrawal fee,5,25,-20.737114,-65.505455
want assistance speaking with a bloody live agent,want assistance speaking with a bloody live agent,9,-1,-15.825503,8.932809
want assistance talking with a person,want assistance talking with a person,9,42,-22.694414,-8.360892
want assistance to change the personal informtaion,want assistance to change the personal informtaion,2,-1,-90.37013,14.570562
want assistance to check the cancellation charge,want assistance to check the cancellation charge,5,32,-21.944883,-50.89118
want assistance to check what payment methods are allowed,want assistance to check what payment methods are allowed,1,16,33.49547,-22.381155
want assistance to modify some of the details on my account,want assistance to modify some of the details on my account,2,99,-77.43611,9.514162
want assistance to open a user account for my daughter,want assistance to open a user account for my daughter,2,-1,-44.007755,-12.035437
want assistance to restor my pass,want assistance to restor my pass,9,-1,-53.44316,-47.67019
want assistance to see what payment methods are accepted,want assistance to see what payment methods are accepted,1,16,43.17863,-17.726727
want assistance to speak with a human agent,want assistance to speak with a human agent,9,29,-13.949565,3.2895396
want assistance to use another user profile,want assistance to use another user profile,2,-1,-77.23486,-5.025769
want assistance trying to correct my shipping address,want assistance trying to correct my shipping address,4,-1,-32.680702,57.266876
want assistancer to open a new plus account for my fiance,want assistancer to open a new plus account for my fiance,2,-1,-39.57047,-6.133019
want help cancelling the suscription to your newsletter,want help cancelling the suscription to your newsletter,5,-1,-25.454878,25.581457
want help checking ur allowed payment methods,want help checking ur allowed payment methods,1,16,32.10064,-21.231419
want help checking ur available payment options,want help checking ur available payment options,1,16,32.212803,-12.241102
want help checking your available payment options,want help checking your available payment options,1,16,32.20842,-12.19226
want help creating another freemium account,want help creating another freemium account,2,-1,-50.530293,0.12185321
want help lodging a customer complaint against ur company,want help lodging a customer complaint against ur company,9,-1,5.826866,-37.429413
want help modifying my user account,want help modifying my user account,2,-1,-72.126434,5.436471
want help opening a different online account for my husband,want help opening a different online account for my husband,2,-1,-39.50814,-7.3964944
want help opening a new account,want help opening a new account,2,-1,-50.30476,-2.7853408
want help recovering my account password,want help recovering my account password,2,65,-54.637363,-41.71488
want help resetting my pass,want help resetting my pass,2,-1,-53.94717,-47.140934
want help seeing the cancellation penalty,want help seeing the cancellation penalty,5,33,-19.70729,-57.741615
want help seeing the termination charges,want help seeing the termination charges,5,37,-34.58551,-63.491367
want help seeing the withdrawal fee,want help seeing the withdrawal fee,5,25,-20.64436,-65.48163
want help seeing what hours I can reach customer assistance,want help seeing what hours i can reach customer assistance,7,17,41.192204,21.124245
want help seeing you allowed payment methods,want help seeing you allowed payment methods,1,16,31.87566,-23.086279
want help speaking to customer service,want help speaking to customer service,9,41,-12.948401,-16.217127
want help subscribing to your company newsletter,want help subscribing to your company newsletter,9,61,-9.156655,24.900475
want help talking with somebody,want help talking with somebody,9,42,-23.164557,-7.3589363
want help to check at what time I can call customer support,want help to check at what time i can call customer support,7,17,35.71742,14.888861
want help to check at what time I can reach customer support,want help to check at what time i can reach customer support,7,17,35.88158,14.92693
want help to check the cancellation penalty,want help to check the cancellation penalty,5,33,-20.295435,-57.728874
want help to create a different user account for my dad,want help to create a different user account for my dad,2,82,-53.73462,1.955925
want help to inform of a registration issue,want help to inform of a registration issue,8,97,-47.00913,25.899773
want help to make a reclamation,want help to make a reclamation,9,26,-10.75191,-34.935326
want help to notify of registration problems,want help to notify of registration problems,8,-1,-49.197117,24.36594
want help to open a gold account for my fiance,want help to open a gold account for my fiance,2,-1,-38.500965,-4.7369514
want help to open a new account,want help to open a new account,2,-1,-50.186058,-2.7048523
want help to see what hours I can reach customer support,want help to see what hours i can reach customer support,7,17,41.023296,21.560104
want help to see what payment methods uaccept,want help to see what payment methods uaccept,1,16,43.253788,-22.358805
want help to speak to an operator,want help to speak to an operator,9,11,-19.282892,-3.0372522
want support trying to edit the shipping address,want support trying to edit the shipping address,4,-1,-36.085217,54.338814
want supports trying to change my damn address,want supports trying to change my damn address,4,-1,-31.463482,45.25823
was my refund processed already?,was my refund processed already?,0,-1,28.063662,-62.715836
were to make a customer complaint against your business?,were to make a customer complaint against your business?,9,-1,4.887365,-42.864388
what are the available delivery options?,what are the available delivery options?,7,30,10.009282,86.46177
what are the cancellation fees?,what are the cancellation fees?,5,32,-13.478023,-53.51811
what are the charges for breaking the contract?,what are the charges for breaking the contract?,5,0,-38.202488,-63.72451
what are the fees for breaking the contract?,what are the fees for breaking the contract?,5,0,-38.314423,-63.68204
what are the payment methods available?,what are the payment methods available?,1,16,44.916737,-23.317316
what are the payment options allowed,what are the payment options allowed,1,16,28.019249,-13.670107
what delivery options are available?,what delivery options are available?,7,30,10.048917,86.44557
what delivery options do I have?,what delivery options do i have?,7,30,13.011723,79.70444
what do I have to do to buy several of your item?,what do i have to do to buy several of your item?,6,31,-1.7729086,47.359184
what do I have to do to buy some items?,what do i have to do to buy some items?,6,31,-1.3405932,48.693554
what do I have to do to buy some of your item?,what do i have to do to buy some of your item?,6,31,-1.0255408,47.13205
what do I have to do to change my shipping address?,what do i have to do to change my shipping address?,4,74,-40.403973,49.71764
what do I have to do to change some of my personal details?,what do i have to do to change some of my personal details?,2,-1,-87.82524,13.4291115
what do I have to do to change the shipping address?,what do i have to do to change the shipping address?,4,74,-40.351025,49.65679
what do I have to do to change to a different user profile?,what do i have to do to change to a different user profile?,2,98,-74.54561,-6.941387
what do i have to do to change to another user account,what do i have to do to change to another user account,2,-1,-58.387325,-4.6697984
what do i have to do to change to my new account,what do i have to do to change to my new account,2,-1,-58.007042,-6.396491
what do I have to do to check my order ETA?,what do i have to do to check my order eta?,6,40,64.925156,26.62178
what do I have to do to check my refund status?,what do i have to do to check my refund status?,0,13,27.96226,-52.382088
what do I have to do to check the cancellation fee?,what do i have to do to check the cancellation fee?,5,32,-19.813679,-46.328026
what do I have to do to check the cancellation fees?,what do i have to do to check the cancellation fees?,5,32,-19.364141,-46.061066
what do I have to do to check the invoice from July?,what do i have to do to check the invoice from july?,3,1,71.95696,-6.238052
what do I have to do to check the invoices from last month?,what do i have to do to check the invoices from last month?,3,1,81.73369,4.249904
what do I have to do to check the status of the refund?,what do i have to do to check the status of the refund?,0,13,28.503017,-52.578907
what do i have to do to check the withdrawal penalties,what do i have to do to check the withdrawal penalties,5,25,-23.170654,-66.07123
what do I have to do to check your allowed payment methods?,what do i have to do to check your allowed payment methods?,1,16,30.006342,-19.444183
what do I have to do to check your money back policy?,what do i have to do to check your money back policy?,0,2,-21.047909,-80.088394
what do I have to do to contact customer service?,what do i have to do to contact customer service?,9,41,-17.194914,-21.991503
what do I have to do to correct my personla information?,what do i have to do to correct my personla information?,2,-1,-86.144295,12.514607
what do I have to do to correct the personal details?,what do i have to do to correct the personal details?,2,-1,-86.11908,12.7874975
what do I have to do to create a different user account?,what do i have to do to create a different user account?,2,-1,-55.60925,-1.6150018
what do I have to do to create a new account ?,what do i have to do to create a new account ?,2,103,-47.11232,-1.9373337
what do I have to do to create an account?,what do i have to do to create an account?,2,103,-45.980103,0.2473647
what do I have to do to delete an account?,what do i have to do to delete an account?,2,78,-46.488766,-26.235792
what do I have to do to delete my account?,what do i have to do to delete my account?,2,78,-46.134792,-26.204245
what do I have to do to edit my account?,what do i have to do to edit my account?,2,99,-68.91043,11.12304
what do I have to do to file a complaint?,what do i have to do to file a complaint?,9,64,15.944777,-37.955128
what do I have to do to find the invoices from 8 months ago?,what do i have to do to find the invoices from 8 months ago?,3,1,79.700874,8.385514
what do I have to do to find the invoices from last month?,what do i have to do to find the invoices from last month?,3,1,82.60504,2.8617485
what do I have to do to get a refund of money?,what do i have to do to get a refund of money?,0,19,15.228396,-85.54487
what do I have to do to get a refund?,what do i have to do to get a refund?,0,19,17.100965,-85.528275
what do I have to do to get my money back?,what do i have to do to get my money back?,0,20,-6.467778,-82.12349
what do I have to do to get refunds of money?,what do i have to do to get refunds of money?,0,19,14.421401,-86.08311
what do I have to do to get refunds?,what do i have to do to get refunds?,0,19,14.214996,-88.31488
what do I have to do to get the invoice from last month?,what do i have to do to get the invoice from last month?,3,1,78.869934,-0.87207747
what do I have to do to get the invoices from last month?,what do i have to do to get the invoices from last month?,3,1,82.964264,0.61300147
what do I have to do to inform of signup problems?,what do i have to do to inform of signup problems?,8,-1,-53.488895,14.576685
what do I have to do to leave a review for a service?,what do i have to do to leave a review for a service?,9,6,4.8155007,-20.31378
what do I have to do to leave a review for your company?,what do i have to do to leave a review for your company?,9,6,15.121981,-10.666823
what do I have to do to leave a review?,what do i have to do to leave a review?,9,6,15.757575,-15.58113
what do I have to do to list the fucking payment methods?,what do i have to do to list the fucking payment methods?,1,16,40.40787,-23.812319
what do i have to do to list urallowed payment methods,what do i have to do to list urallowed payment methods,1,16,40.56566,-24.030169
what do I have to do to make a consumer reclamation?,what do i have to do to make a consumer reclamation?,9,26,-8.653613,-34.59165
what do I have to do to make a purchase?,what do i have to do to make a purchase?,6,31,4.3336463,50.91144
what do I have to do to make an order?,what do i have to do to make an order?,6,50,15.173044,39.420506
what do I have to do to register?,what do i have to do to register?,8,94,-36.801933,14.172201
what do i have to do to remove thd freemium account,what do i have to do to remove thd freemium account,2,-1,-37.276745,-23.892551
what do I have to do to report a signup issue?,what do i have to do to report a signup issue?,8,88,-54.209785,16.986563
what do I have to do to report an issue with payment?,what do i have to do to report an issue with payment?,1,21,71.49755,-40.740337
what do I have to do to report an issue with payments?,what do i have to do to report an issue with payments?,1,21,70.623825,-40.943027
what do I have to do to report issues with payments?,what do i have to do to report issues with payments?,1,21,70.47233,-41.080437
what do I have to do to report payment issues?,what do i have to do to report payment issues?,1,21,71.55108,-41.2502
what do I have to do to report registration issues?,what do i have to do to report registration issues?,8,97,-55.70878,30.687052
what do i have to do to see ur accepted payment methods,what do i have to do to see ur accepted payment methods,1,16,42.84429,-12.435735
what do I have to do to set a new shipping address up?,what do i have to do to set a new shipping address up?,4,81,-32.69692,79.329
what do I have to do to set another shipping address up?,what do i have to do to set another shipping address up?,4,-1,-19.84731,79.14293
what do I have to do to set up a different shipping address?,what do i have to do to set up a different shipping address?,4,-1,-17.436415,78.842636
what do I have to do to set up a new shipping address?,what do i have to do to set up a new shipping address?,4,81,-32.69561,79.25793
