Queries,cleaned_query,delivery_intent,account_intent,order_intent,refund_intent,primary_intent,needs_help,emotion_risk_flag,requires_order_id,missing_required_entity,automation_suitability_score,can_be_auto_resolved,is_candidate_for_clustering
where do I check at what time customer service available is?,where do i check at what time customer service available is,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check how long the delivery takes?,where do i check how long the delivery takes,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where do I check how soon can I expect the item?,where do i check how soon can i expect the item,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check if there is anything new on my refund?,where do i check if there is anything new on my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
where do I check if there is anything wrong with my refund?,where do i check if there is anything wrong with my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
where do I check my refund status?,where do i check my refund status,False,False,False,True,refund,False,False,True,True,0.3,False,False
where do I check the cancellation fee?,where do i check the cancellation fee,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check the cancellation fees?,where do i check the cancellation fees,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check the delivery options?,where do i check the delivery options,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where do i check the early exit penalties,where do i check the early exit penalties,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check the invoice from last month?,where do i check the invoice from last month,False,False,True,False,order,False,False,True,True,0.6,False,False
where do I check the invoices from 6 months ago?,where do i check the invoices from 6 months ago,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check the invoices from my last purchase?,where do i check the invoices from my last purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
where do I check the options for delivery?,where do i check the options for delivery,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where do I check the refund status?,where do i check the refund status,False,False,False,True,refund,False,False,True,True,0.3,False,False
where do I check the status of my order?,where do i check the status of my order,False,False,True,False,order,False,False,True,True,0.6,False,False
where do I check the status of the refund?,where do i check the status of the refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
where do I check what delivery options I have?,where do i check what delivery options i have,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where do I check what hours customer service available is?,where do i check what hours customer service available is,False,False,False,False,other,False,False,False,False,0.2,False,True
where do i check what hours customer support avialable is,where do i check what hours customer support avialable is,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check what hours I can contact customer service?,where do i check what hours i can contact customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check what payment methods are available?,where do i check what payment methods are available,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check what payment methods you accept?,where do i check what payment methods you accept,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check when my delivery is going to arrive?,where do i check when my delivery is going to arrive,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where do I check when my item is going to arrive?,where do i check when my item is going to arrive,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check your allowed payment methods?,where do i check your allowed payment methods,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I check your money back policy?,where do i check your money back policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
where do I file a complaint against your business?,where do i file a complaint against your business,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I file a complaint?,where do i file a complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
where do i file a fucking complaint against ur company,where do i file a fucking complaint against ur company,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I find my invoices?,where do i find my invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I get a refund of money?,where do i get a refund of money,False,False,False,True,refund,False,False,True,True,0.3,False,False
where do I get a refund?,where do i get a refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
where do I get my invoices?,where do i get my invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I get my money back?,where do i get my money back,False,False,False,True,refund,False,False,True,True,0.3,False,False
where do I get refunds of money?,where do i get refunds of money,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I get refunds?,where do i get refunds,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I get the invoice from 8 months ago?,where do i get the invoice from 8 months ago,False,False,True,False,order,False,False,True,True,0.6,False,False
where do I get the invoice from last month?,where do i get the invoice from last month,False,False,True,False,order,False,False,True,True,0.6,False,False
where do I get the invoice from my last purchase?,where do i get the invoice from my last purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
where do I get the invoices from my last purchase?,where do i get the invoices from my last purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
where do i inform of registration issues,where do i inform of registration issues,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I leave a review for your services?,where do i leave a review for your services,False,False,False,False,other,False,False,False,False,0.2,False,True
where do i lodge a customer complaint against ur business,where do i lodge a customer complaint against ur business,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I lodge a reclamation against your organization?,where do i lodge a reclamation against your organization,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I receive the newsletter?,where do i receive the newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I recover my password?,where do i recover my password,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I report a payment issue?,where do i report a payment issue,False,False,False,False,other,True,False,False,False,0.2,False,True
where do I report a registration issue?,where do i report a registration issue,False,False,False,False,other,True,False,False,False,0.2,False,True
where do I report an issue with payment?,where do i report an issue with payment,False,False,False,False,other,True,False,False,False,0.2,False,True
where do I report issues with payment?,where do i report issues with payment,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I report registration issues?,where do i report registration issues,False,False,False,False,other,False,False,False,False,0.2,False,True
where do i report registration problems,where do i report registration problems,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I retrieve my online account PIN?,where do i retrieve my online account pin,False,True,False,False,account,False,False,False,False,0.9,True,False
where do i see the allowed payment methods,where do i see the allowed payment methods,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I see the withdrawal charges?,where do i see the withdrawal charges,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I see what payment options are accepted?,where do i see what payment options are accepted,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I set a different shipping address up?,where do i set a different shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where do I set another shipping address up?,where do i set another shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where do I set up a new shipping address?,where do i set up a new shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where do I set up another shipping address?,where do i set up another shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where do I submit some feedback for a service?,where do i submit some feedback for a service,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I submit some feedback for your company?,where do i submit some feedback for your company,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I submit some feedback for your services?,where do i submit some feedback for your services,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I submit some feedback?,where do i submit some feedback,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I subscribe to your company newsletter?,where do i subscribe to your company newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I switch user?,where do i switch user,False,False,False,False,other,False,False,False,False,0.2,False,True
where do I track an order?,where do i track an order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
where do I track my last order?,where do i track my last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
where do I track my order?,where do i track my order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
where do I track the last order?,where do i track the last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
where do I unsubscribe to the newsletter?,where do i unsubscribe to the newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
where is my order?,where is my order,False,False,True,False,order,False,False,True,True,0.6,False,False
where is my refund?,where is my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
where to buy a few of your item?,where to buy a few of your item,False,False,False,False,other,False,False,False,False,0.2,False,True
where to buy an item?,where to buy an item,False,False,False,False,other,False,False,False,False,0.2,False,True
where to buy several items?,where to buy several items,False,False,False,False,other,False,False,False,False,0.2,False,True
where to buy several of your item?,where to buy several of your item,False,False,False,False,other,False,False,False,False,0.2,False,True
where to buy some items?,where to buy some items,False,False,False,False,other,False,False,False,False,0.2,False,True
where to buy something?,where to buy something,False,False,False,False,other,False,False,False,False,0.2,False,True
where to cancel an order I made?,where to cancel an order i made,False,False,True,False,order,False,False,True,True,0.6,False,False
where to cancel my subscription to your newsletter?,where to cancel my subscription to your newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
where to cancel the company newsletter subscription?,where to cancel the company newsletter subscription,False,False,False,False,other,False,False,False,False,0.2,False,True
where to cancel the subscription to your company newsletter?,where to cancel the subscription to your company newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
where to change my shipping address?,where to change my shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to change the delivery address?,where to change the delivery address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to change the shipping address?,where to change the shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to change to a new user profile?,where to change to a new user profile,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check at what time I can contact customer service?,where to check at what time i can contact customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check how soon can I expect the delivery?,where to check how soon can i expect the delivery,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to check how soon can I expect the item?,where to check how soon can i expect the item,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check if there is any updates on my refund?,where to check if there is any updates on my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
where to check if there is anything new on my refund?,where to check if there is anything new on my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
where to check my invoices?,where to check my invoices,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check my order ETA?,where to check my order eta,False,False,True,False,order,False,False,True,True,0.6,False,False
where to check my refund status?,where to check my refund status,False,False,False,True,refund,False,False,True,True,0.3,False,False
where to check the cancellation fee?,where to check the cancellation fee,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check the goddamn withdrawal charge,where to check the goddamn withdrawal charge,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check the invoice from my last purchase?,where to check the invoice from my last purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
where to check the invoice?,where to check the invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
where to check the invoices from one purchases ago?,where to check the invoices from one purchases ago,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check the invoices from six months ago?,where to check the invoices from six months ago,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check the options for delivery?,where to check the options for delivery,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to check the status of my order?,where to check the status of my order,False,False,True,False,order,False,False,True,True,0.6,False,False
where to check the status of the refund?,where to check the status of the refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
where to check the termination penalties,where to check the termination penalties,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check what delivery options I have?,where to check what delivery options i have,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to check what delivery options you offer?,where to check what delivery options you offer,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to check what hours customer service available is?,where to check what hours customer service available is,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check what hours I can contact customer service?,where to check what hours i can contact customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check what hours I can contact customer support?,where to check what hours i can contact customer support,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check what options for delivery are available?,where to check what options for delivery are available,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to check what options for delivery I have?,where to check what options for delivery i have,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to check what payment methods you accept?,where to check what payment methods you accept,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check when my delivery is going to arrive?,where to check when my delivery is going to arrive,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to check when will my item arrive?,where to check when will my item arrive,False,False,False,False,other,False,False,False,False,0.2,False,True
where to check your allowed payment methods?,where to check your allowed payment methods,False,False,False,False,other,False,False,False,False,0.2,False,True
where to cjeck the early exit fee?,where to cjeck the early exit fee,False,False,False,False,other,False,False,False,False,0.2,False,True
where to file a complaint?,where to file a complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
where to file a consumer claim?,where to file a consumer claim,False,False,False,False,other,False,False,False,False,0.2,False,True
where to file a consumer complaint against ur business,where to file a consumer complaint against ur business,False,False,False,False,other,False,False,False,False,0.2,False,True
where to find the invoice from 6 months ago?,where to find the invoice from 6 months ago,False,False,True,False,order,False,False,True,True,0.6,False,False
where to find the invoices from February?,where to find the invoices from february,False,False,False,False,other,False,False,False,False,0.2,False,True
where to get a refund of money?,where to get a refund of money,False,False,False,True,refund,False,False,True,True,0.3,False,False
where to get a refund?,where to get a refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
where to get my money back?,where to get my money back,False,False,False,True,refund,False,False,True,True,0.3,False,False
where to get refunds of money?,where to get refunds of money,False,False,False,False,other,False,False,False,False,0.2,False,True
where to get refunds?,where to get refunds,False,False,False,False,other,False,False,False,False,0.2,False,True
where to get the invoice from 10 months ago?,where to get the invoice from 10 months ago,False,False,True,False,order,False,False,True,True,0.6,False,False
where to get the invoice from September?,where to get the invoice from september,False,False,True,False,order,False,False,True,True,0.6,False,False
where to inform of a signup error,where to inform of a signup error,False,False,False,False,other,False,False,False,False,0.2,False,True
where to leave a review for a service?,where to leave a review for a service,False,False,False,False,other,False,False,False,False,0.2,False,True
where to leave a review for your company?,where to leave a review for your company,False,False,False,False,other,False,False,False,False,0.2,False,True
where to lodge a customer complaint against your business?,where to lodge a customer complaint against your business,False,False,False,False,other,False,False,False,False,0.2,False,True
where to lodge acustomer complaint against ur business,where to lodge acustomer complaint against ur business,False,False,False,False,other,False,False,False,False,0.2,False,True
where to make a claim,where to make a claim,False,False,False,False,other,False,False,False,False,0.2,False,True
where to make an order?,where to make an order,False,False,True,False,order,False,False,True,True,0.6,False,False
where to recover my password?,where to recover my password,False,False,False,False,other,False,False,False,False,0.2,False,True
where to report a registration issue?,where to report a registration issue,False,False,False,False,other,True,False,False,False,0.2,False,True
where to report an issue with payments?,where to report an issue with payments,False,False,False,False,other,True,False,False,False,0.2,False,True
where to report issues with payments?,where to report issues with payments,False,False,False,False,other,False,False,False,False,0.2,False,True
where to report payment issues?,where to report payment issues,False,False,False,False,other,False,False,False,False,0.2,False,True
where to report registration issues?,where to report registration issues,False,False,False,False,other,False,False,False,False,0.2,False,True
where to see the available payment otions?,where to see the available payment otions,False,False,False,False,other,False,False,False,False,0.2,False,True
where to see what hours I can call customer service?,where to see what hours i can call customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
where to see what hours I can reach customer assistance?,where to see what hours i can reach customer assistance,False,False,False,False,other,False,False,False,False,0.2,False,True
where to set a new shipping address up?,where to set a new shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to set another shipping address up?,where to set another shipping address up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to set up a different shipping address?,where to set up a different shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to set up another shipping address?,where to set up another shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
where to submit some feedback for your company?,where to submit some feedback for your company,False,False,False,False,other,False,False,False,False,0.2,False,True
where to submit some feedback for your services?,where to submit some feedback for your services,False,False,False,False,other,False,False,False,False,0.2,False,True
where to submit some feedback?,where to submit some feedback,False,False,False,False,other,False,False,False,False,0.2,False,True
where to subscribe to ur corporate newsletter,where to subscribe to ur corporate newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
where to subscribe to your company newsletter?,where to subscribe to your company newsletter,False,False,False,False,other,False,False,False,False,0.2,False,True
where to switch to a new user account,where to switch to a new user account,False,True,False,False,account,False,False,False,False,0.9,True,False
where to switch to another account?,where to switch to another account,False,True,False,False,account,False,False,False,False,0.9,True,False
where to switch user?,where to switch user,False,False,False,False,other,False,False,False,False,0.2,False,True
where to take a quick look at the invoices from May?,where to take a quick look at the invoices from may,False,False,False,False,other,False,False,False,False,0.2,False,True
where to track an order?,where to track an order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
where to track my last order?,where to track my last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
where to track the last order?,where to track the last order,True,False,True,False,delivery,False,False,True,True,0.9,True,False
where to track the refund?,where to track the refund,True,False,False,True,refund,False,False,True,True,0.3,False,False
why I can't set another shipping address valid up,why i cant set another shipping address valid up,True,False,False,False,delivery,False,False,True,True,0.9,True,False
why I can't set up a new shipping address valid,why i cant set up a new shipping address valid,True,False,False,False,delivery,False,False,True,True,0.9,True,False
why I cannot set up a different shipping address valid,why i cannot set up a different shipping address valid,True,False,False,False,delivery,False,False,True,True,0.9,True,False
why I cannot set up a new shipping address valid,why i cannot set up a new shipping address valid,True,False,False,False,delivery,False,False,True,True,0.9,True,False
why I cannot set up another shipping address valid,why i cannot set up another shipping address valid,True,False,False,False,delivery,False,False,True,True,0.9,True,False
why is not the new shipping address valid,why is not the new shipping address valid,True,False,False,False,delivery,False,False,True,True,0.9,True,False
why isn't my new shipping address valid,why isnt my new shipping address valid,True,False,False,False,delivery,False,False,True,True,0.9,True,False
why isn't the new shipping address valid,why isnt the new shipping address valid,True,False,False,False,delivery,False,False,True,True,0.9,True,False
will you give me information about a forgotten password?,will you give me information about a forgotten password,False,False,False,False,other,False,False,False,False,0.2,False,True
will you give me information about a password recovery?,will you give me information about a password recovery,False,False,False,False,other,False,False,False,False,0.2,False,True
will you give me information about canceling an order?,will you give me information about canceling an order,False,False,True,False,order,False,False,True,True,0.6,False,False
will you give me information about delivery period?,will you give me information about delivery period,True,False,False,False,delivery,False,False,True,True,0.9,True,False
will you give me information about forgotten passwords?,will you give me information about forgotten passwords,False,False,False,False,other,False,False,False,False,0.2,False,True
will you give me information about order cancelations?,will you give me information about order cancelations,False,False,True,False,order,False,False,True,True,0.6,False,False
will you give me information about order changes?,will you give me information about order changes,False,False,True,False,order,False,False,True,True,0.6,False,False
will you give me information about the delivery period?,will you give me information about the delivery period,True,False,False,False,delivery,False,False,True,True,0.9,True,False
will you give me information about the delivery periods?,will you give me information about the delivery periods,True,False,False,False,delivery,False,False,True,True,0.9,True,False
will you give me information about the options for delivery?,will you give me information about the options for delivery,True,False,False,False,delivery,False,False,True,True,0.9,True,False
will you give me information about user account deletions?,will you give me information about user account deletions,False,True,False,False,account,False,False,False,False,0.9,True,False
will you send me the invoice from my last purchase?,will you send me the invoice from my last purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
will you send me the invoice from seven purchases ago?,will you send me the invoice from seven purchases ago,False,False,True,False,order,False,False,True,True,0.6,False,False
will you show me at what time customer service available is?,will you show me at what time customer service available is,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me how long refunds take?,will you show me how long refunds take,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me how soon can I expect the delivery?,will you show me how soon can i expect the delivery,True,False,False,False,delivery,False,False,True,True,0.9,True,False
will you show me how soon can I expect the item?,will you show me how soon can i expect the item,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me in what cases can I ask to be refunded?,will you show me in what cases can i ask to be refunded,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me my order ETA?,will you show me my order eta,False,False,True,False,order,False,False,True,True,0.6,False,False
will you show me the cancellation fee?,will you show me the cancellation fee,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me the cancellation fees?,will you show me the cancellation fees,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me the invoice from 6 months ago?,will you show me the invoice from 6 months ago,False,False,True,False,order,False,False,True,True,0.6,False,False
will you show me the invoice from last month?,will you show me the invoice from last month,False,False,True,False,order,False,False,True,True,0.6,False,False
will you show me the invoices from last month?,will you show me the invoices from last month,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me the invoices from nine purchases ago?,will you show me the invoices from nine purchases ago,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me the options for delivery?,will you show me the options for delivery,True,False,False,False,delivery,False,False,True,True,0.9,True,False
will you show me the refund status?,will you show me the refund status,False,False,False,True,refund,False,False,True,True,0.3,False,False
will you show me the status of my refund?,will you show me the status of my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
will you show me the status of the refund?,will you show me the status of the refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
will you show me what delivery options are available?,will you show me what delivery options are available,True,False,False,False,delivery,False,False,True,True,0.9,True,False
will you show me what hours customer service available is?,will you show me what hours customer service available is,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me what hours I can contact customer service?,will you show me what hours i can contact customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me what options for delivery are available?,will you show me what options for delivery are available,True,False,False,False,delivery,False,False,True,True,0.9,True,False
will you show me what options for delivery I can choose?,will you show me what options for delivery i can choose,True,False,False,False,delivery,False,False,True,True,0.9,True,False
will you show me what options for delivery I have?,will you show me what options for delivery i have,True,False,False,False,delivery,False,False,True,True,0.9,True,False
will you show me what payment methods are available?,will you show me what payment methods are available,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me your allowed payment methods?,will you show me your allowed payment methods,False,False,False,False,other,False,False,False,False,0.2,False,True
will you show me your money back policy?,will you show me your money back policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
will you show me your refund policy?,will you show me your refund policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
will you tell me at what time customer service available is?,will you tell me at what time customer service available is,False,False,False,False,other,False,False,False,False,0.2,False,True
will you tell me what hours customer service available is?,will you tell me what hours customer service available is,False,False,False,False,other,False,False,False,False,0.2,False,True
will you tell me what hours I can contact customer service?,will you tell me what hours i can contact customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
will you tell me what payment methods are available?,will you tell me what payment methods are available,False,False,False,False,other,False,False,False,False,0.2,False,True
will you tell me what payment methods you accept?,will you tell me what payment methods you accept,False,False,False,False,other,False,False,False,False,0.2,False,True
will you tell me your allowed payment methods?,will you tell me your allowed payment methods,False,False,False,False,other,False,False,False,False,0.2,False,True
will you transfer to me an agent?,will you transfer to me an agent,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to buy a few of your item?,would it be possible to buy a few of your item,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to buy an item?,would it be possible to buy an item,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to buy some items?,would it be possible to buy some items,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to buy something?,would it be possible to buy something,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to cancel my order?,would it be possible to cancel my order,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to cancel the last order I have made?,would it be possible to cancel the last order i have made,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to cancel the order I made?,would it be possible to cancel the order i made,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to change an order I have made?,would it be possible to change an order i have made,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to change an order?,would it be possible to change an order,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to change something of an order?,would it be possible to change something of an order,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to change the shipping address?,would it be possible to change the shipping address,True,False,False,False,delivery,False,False,True,True,0.9,True,False
would it be possible to check how long refunds take?,would it be possible to check how long refunds take,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to check how long the delivery takes?,would it be possible to check how long the delivery takes,True,False,False,False,delivery,False,False,True,True,0.9,True,False
would it be possible to check my order ETA?,would it be possible to check my order eta,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to check the cancellation fee?,would it be possible to check the cancellation fee,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to check the cancellation fees?,would it be possible to check the cancellation fees,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to check the invoice?,would it be possible to check the invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to check the refund status?,would it be possible to check the refund status,False,False,False,True,refund,False,False,True,True,0.3,False,False
would it be possible to check the status of my order?,would it be possible to check the status of my order,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to check the status of my refund?,would it be possible to check the status of my refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
would it be possible to check when will my item arrive?,would it be possible to check when will my item arrive,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to check your allowed payment methods?,would it be possible to check your allowed payment methods,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to check your money back policy?,would it be possible to check your money back policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
would it be possible to check your refund policy?,would it be possible to check your refund policy,False,False,False,True,refund,False,False,True,True,0.3,False,False
would it be possible to contact an agent?,would it be possible to contact an agent,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to contact customer service?,would it be possible to contact customer service,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to create an account?,would it be possible to create an account,False,True,False,False,account,False,False,False,False,0.9,True,False
would it be possible to delete an account?,would it be possible to delete an account,False,True,False,False,account,False,False,False,False,0.9,True,False
would it be possible to delete my account?,would it be possible to delete my account,False,True,False,False,account,False,False,False,False,0.9,True,False
would it be possible to delete the account?,would it be possible to delete the account,False,True,False,False,account,False,False,False,False,0.9,True,False
would it be possible to edit my account?,would it be possible to edit my account,False,True,False,False,account,False,False,False,False,0.9,True,False
would it be possible to edit my personal information?,would it be possible to edit my personal information,False,True,False,False,account,False,False,False,False,0.9,True,False
would it be possible to edit the information on my account?,would it be possible to edit the information on my account,False,True,False,False,account,False,False,False,False,0.9,True,False
would it be possible to file a complaint?,would it be possible to file a complaint,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to find the invoices from last month?,would it be possible to find the invoices from last month,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to get a refund of money?,would it be possible to get a refund of money,False,False,False,True,refund,False,False,True,True,0.3,False,False
would it be possible to get a refund?,would it be possible to get a refund,False,False,False,True,refund,False,False,True,True,0.3,False,False
would it be possible to get my money back?,would it be possible to get my money back,False,False,False,True,refund,False,False,True,True,0.3,False,False
would it be possible to get refunds of money?,would it be possible to get refunds of money,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to get refunds?,would it be possible to get refunds,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to get the invoice from November?,would it be possible to get the invoice from november,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to get the invoice?,would it be possible to get the invoice,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to inform of a sign-up problem?,would it be possible to inform of a signup problem,False,False,False,False,other,True,False,False,False,0.2,False,True
would it be possible to leave a review for a service?,would it be possible to leave a review for a service,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to leave a review?,would it be possible to leave a review,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to make a purchase?,would it be possible to make a purchase,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to make an order?,would it be possible to make an order,False,False,True,False,order,False,False,True,True,0.6,False,False
would it be possible to recover my password?,would it be possible to recover my password,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to remove an item?,would it be possible to remove an item,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to report a payment issue?,would it be possible to report a payment issue,False,False,False,False,other,True,False,False,False,0.2,False,True
would it be possible to report an issue with payment?,would it be possible to report an issue with payment,False,False,False,False,other,True,False,False,False,0.2,False,True
would it be possible to report an issue with payments?,would it be possible to report an issue with payments,False,False,False,False,other,True,False,False,False,0.2,False,True
would it be possible to report issues with payment?,would it be possible to report issues with payment,False,False,False,False,other,False,False,False,False,0.2,False,True
would it be possible to report payment issues?,would it be possible to report payment issues,False,False,False,False,other,False,False,False,False,0.2,False,True
