Queries,Word_Count,Sentiment,cleaned,Cluster_ID
I want assistance to chat with a person,8,Neutral,i want assistance to chat with a person,3
I want assistance to check how long refunds take,9,Neutral,i want assistance to check how long refunds take,3
I want assistance to check how long refunds usually take,10,Negative,i want assistance to check how long refunds usually take,3
I want assistance to check how long the delivery takes,10,Neutral,i want assistance to check how long the delivery takes,3
I want assistance to check my order ETA,8,Neutral,i want assistance to check my order eta,4
I want assistance to check my refund status,8,Neutral,i want assistance to check my refund status,8
I want assistance to check the cancellation fee,8,Neutral,i want assistance to check the cancellation fee,3
I want assistance to check the cancellation fees,8,Neutral,i want assistance to check the cancellation fees,3
I want assistance to check the delivery options,8,Neutral,i want assistance to check the delivery options,3
I want assistance to check the early termination fee,9,Neutral,i want assistance to check the early termination fee,3
I want assistance to check the invoice,7,Neutral,i want assistance to check the invoice,3
I want assistance to check the status of my order,10,Neutral,i want assistance to check the status of my order,4
I want assistance to check the status of my refund,10,Neutral,i want assistance to check the status of my refund,8
I want assistance to check the withdrawal fee,8,Neutral,i want assistance to check the withdrawal fee,3
I want assistance to check what delivery options I have,10,Neutral,i want assistance to check what delivery options i have,3
I want assistance to check what payment methods you accept,10,Neutral,i want assistance to check what payment methods you accept,3
I want assistance to check when will my item arrive,10,Neutral,i want assistance to check when will my item arrive,6
I want assistance to check your allowed payment methods,9,Neutral,i want assistance to check your allowed payment methods,3
I want assistance to check your money back policy,9,Neutral,i want assistance to check your money back policy,8
I want assistance to check your refund policy,8,Neutral,i want assistance to check your refund policy,8
I want assistance to close my user account,8,Neutral,i want assistance to close my user account,1
I want assistance to contact an agent,7,Neutral,i want assistance to contact an agent,3
I want assistance to contact customer service,7,Neutral,i want assistance to contact customer service,3
i want assistance to create a basic account,8,Neutral,i want assistance to create a basic account,1
i want assistance to create a new standard account,9,Neutral,i want assistance to create a new standard account,1
I want assistance to create an account,7,Neutral,i want assistance to create an account,1
I want assistance to delete an account,7,Neutral,i want assistance to delete an account,1
I want assistance to delete my account,7,Neutral,i want assistance to delete my account,1
I want assistance to delete the account,7,Neutral,i want assistance to delete the account,1
I want assistance to edit my account,7,Neutral,i want assistance to edit my account,1
I want assistance to edit my personal information,8,Neutral,i want assistance to edit my personal information,3
I want assistance to file a complaint,7,Negative,i want assistance to file a complaint,3
i want assistance to file a complaint against ur company,10,Negative,i want assistance to file a complaint against ur company,0
I want assistance to file a complaint against your business,10,Negative,i want assistance to file a complaint against your business,3
i want assistance to file a fucking consumer reclamation,9,Negative,i want assistance to file a fucking consumer reclamation,3
i want assistance to file a reclamation,7,Neutral,i want assistance to file a reclamation,3
I want assistance to find my invoice,7,Neutral,i want assistance to find my invoice,3
I want assistance to find the invoice from last month,10,Neutral,i want assistance to find the invoice from last month,3
I want assistance to find the invoice from March,9,Neutral,i want assistance to find the invoice from march,3
I want assistance to find the invoice from my last purchase,11,Neutral,i want assistance to find the invoice from my last purchase,3
I want assistance to get a refund,7,Neutral,i want assistance to get a refund,8
I want assistance to get a refund of money,9,Neutral,i want assistance to get a refund of money,8
I want assistance to get my invoice,7,Neutral,i want assistance to get my invoice,3
I want assistance to get refunds,6,Neutral,i want assistance to get refunds,3
I want assistance to get refunds of money,8,Neutral,i want assistance to get refunds of money,8
I want assistance to get the invoice from 8 months ago,11,Neutral,i want assistance to get the invoice from 8 months ago,7
I want assistance to get the invoices from March,9,Neutral,i want assistance to get the invoices from march,7
I want assistance to leave a review,7,Neutral,i want assistance to leave a review,3
I want assistance to leave a review for your services,10,Neutral,i want assistance to leave a review for your services,3
I want assistance to list the allowed payment methods,9,Neutral,i want assistance to list the allowed payment methods,3
I want assistance to lodge a claim against your business,10,Neutral,i want assistance to lodge a claim against your business,3
I want assistance to make a consumer claim,8,Neutral,i want assistance to make a consumer claim,3
I want assistance to make a customer relcamation,8,Neutral,i want assistance to make a customer relcamation,3
I want assistance to make a purchase,7,Neutral,i want assistance to make a purchase,3
I want assistance to make an order,7,Neutral,i want assistance to make an order,4
I want assistance to receive your corporate newsletter,8,Neutral,i want assistance to receive your corporate newsletter,0
I want assistance to recover my password,7,Neutral,i want assistance to recover my password,3
I want assistance to register,5,Neutral,i want assistance to register,3
I want assistance to remove several items from an order,10,Neutral,i want assistance to remove several items from an order,4
I want assistance to remove something from an order,9,Neutral,i want assistance to remove something from an order,4
I want assistance to report a payment issue,8,Neutral,i want assistance to report a payment issue,3
I want assistance to report a registration issue,8,Neutral,i want assistance to report a registration issue,3
I want assistance to report an issue with payment,9,Neutral,i want assistance to report an issue with payment,3
I want assistance to report an issue with payments,9,Neutral,i want assistance to report an issue with payments,3
I want assistance to report issues with payment,8,Neutral,i want assistance to report issues with payment,3
I want assistance to report registration issues,7,Neutral,i want assistance to report registration issues,3
I want assistance to reset my access key,8,Neutral,i want assistance to reset my access key,3
i want assistance to restore my user account access key,10,Neutral,i want assistance to restore my user account access key,1
I want assistance to retrieve my user account password,9,Neutral,i want assistance to retrieve my user account password,1
I want assistance to see the cancellation penalty,8,Neutral,i want assistance to see the cancellation penalty,3
I want assistance to see the withdrawal penalties,8,Neutral,i want assistance to see the withdrawal penalties,3
I want assistance to see what payment methods are allowed,10,Neutral,i want assistance to see what payment methods are allowed,3
I want assistance to set a different shipping address up,10,Neutral,i want assistance to set a different shipping address up,9
I want assistance to set a new shipping address up,10,Positive,i want assistance to set a new shipping address up,9
I want assistance to set up a different shipping address,10,Neutral,i want assistance to set up a different shipping address,9
I want assistance to set up a new shipping address,10,Positive,i want assistance to set up a new shipping address,9
i want assistance to sign up to ur company newsletter,10,Neutral,i want assistance to sign up to ur company newsletter,0
I want assistance to solve issues with payment,8,Neutral,i want assistance to solve issues with payment,3
I want assistance to submit some feedback,7,Neutral,i want assistance to submit some feedback,0
I want assistance to submit some feedback for a service,10,Neutral,i want assistance to submit some feedback for a service,0
I want assistance to switch to another account,8,Neutral,i want assistance to switch to another account,1
I want assistance to switch user,6,Neutral,i want assistance to switch user,1
I want assistance to talk to a human agent,9,Neutral,i want assistance to talk to a human agent,3
I want assistance to talk to an agent,8,Neutral,i want assistance to talk to an agent,3
I want assistance to talk to customer service,8,Neutral,i want assistance to talk to customer service,3
i want assistance to talk to somebody,7,Neutral,i want assistance to talk to somebody,3
I want assistance to talk with customer support,8,Neutral,i want assistance to talk with customer support,3
I want assistance to track my last order,8,Neutral,i want assistance to track my last order,4
I want assistance to track my order,7,Neutral,i want assistance to track my order,4
I want assistance to track the last order,8,Neutral,i want assistance to track the last order,4
i want assistance to unsubscribe to ur corporate newslettee,9,Neutral,i want assistance to unsubscribe to ur corporate newslettee,3
I want assistance to use another account,7,Neutral,i want assistance to use another account,1
I want assistance totalk with a human agent,8,Neutral,i want assistance totalk with a human agent,3
I want assistance tracking an order,6,Neutral,i want assistance tracking an order,4
I want assistance tracking my last order,7,Neutral,i want assistance tracking my last order,4
I want assistance tracking my order,6,Neutral,i want assistance tracking my order,4
I want assistance tracking the refund,6,Neutral,i want assistance tracking the refund,8
i want assistance using a different user proflie,8,Neutral,i want assistance using a different user proflie,3
I want assistance using another account,6,Neutral,i want assistance using another account,1
i want assistance with my signup,6,Neutral,i want assistance with my signup,3
i want assistance with our account sign-up,7,Neutral,i want assistance with our account signup,1
i want helo to make a claim against ur company,10,Neutral,i want helo to make a claim against ur company,0
I want help adding several items to an order,9,Neutral,i want help adding several items to an order,4
I want help buying several of your item,8,Neutral,i want help buying several of your item,6
I want help buying some items,6,Neutral,i want help buying some items,3
I want help buying something,5,Neutral,i want help buying something,3
I want help canceling the company newsletter subscription,8,Neutral,i want help canceling the company newsletter subscription,0
I want help canceling the order I have made,9,Neutral,i want help canceling the order i have made,4
I want help cancelling an order I have made,9,Neutral,i want help cancelling an order i have made,4
I want help cancelling my plus account,7,Neutral,i want help cancelling my plus account,1
I want help cancelling the company newsletter subscription,8,Neutral,i want help cancelling the company newsletter subscription,0
I want help cancelling the secondary account,7,Negative,i want help cancelling the secondary account,1
I want help changing an order I made,8,Neutral,i want help changing an order i made,4
I want help changing my shipping address,7,Neutral,i want help changing my shipping address,2
I want help changing some items of an order,9,Neutral,i want help changing some items of an order,4
I want help changing the order I made,8,Neutral,i want help changing the order i made,4
I want help changing to another user account,8,Neutral,i want help changing to another user account,1
i want help chatting with a live agent,8,Positive,i want help chatting with a live agent,3
I want help chatting with someone,6,Neutral,i want help chatting with someone,3
I want help checking how long refunds take,8,Neutral,i want help checking how long refunds take,3
I want help checking how long refunds usually take,9,Negative,i want help checking how long refunds usually take,3
I want help checking in what cases can I ask for a refund,13,Neutral,i want help checking in what cases can i ask for a refund,8
I want help checking in what cases can I ask for refunds,12,Neutral,i want help checking in what cases can i ask for refunds,3
I want help checking in what cases can I ask to be refunded,13,Neutral,i want help checking in what cases can i ask to be refunded,3
I want help checking my order ETA,7,Neutral,i want help checking my order eta,4
I want help checking the cancellation fee,7,Neutral,i want help checking the cancellation fee,3
I want help checking the cancellation fees,7,Neutral,i want help checking the cancellation fees,3
i want help checking the damn termination penalties,8,Neutral,i want help checking the damn termination penalties,3
I want help checking the refund status,7,Neutral,i want help checking the refund status,8
I want help checking the status of my order,9,Neutral,i want help checking the status of my order,4
i want help checking the termination fee,7,Neutral,i want help checking the termination fee,3
I want help checking what delivery options I have,9,Neutral,i want help checking what delivery options i have,3
I want help checking what delivery options you offer,9,Neutral,i want help checking what delivery options you offer,3
I want help checking what options for delivery you offer,10,Neutral,i want help checking what options for delivery you offer,3
I want help checking what payment methods are available,9,Positive,i want help checking what payment methods are available,3
I want help checking what payment methods you accept,9,Neutral,i want help checking what payment methods you accept,3
I want help checking when my item is going to arrive,11,Neutral,i want help checking when my item is going to arrive,6
I want help checking when will my item arrive,9,Neutral,i want help checking when will my item arrive,6
I want help checking your allowed payment methods,8,Neutral,i want help checking your allowed payment methods,3
I want help checking your money back policy,8,Neutral,i want help checking your money back policy,8
I want help checking your refund policy,7,Neutral,i want help checking your refund policy,8
i want help contacting a human agent,7,Neutral,i want help contacting a human agent,3
I want help contacting an agent,6,Neutral,i want help contacting an agent,3
i want help contacting customer assistance,6,Neutral,i want help contacting customer assistance,3
I want help contacting customer service,6,Neutral,i want help contacting customer service,3
i want help creating a new account,7,Positive,i want help creating a new account,1
i want help creating a new online account,8,Positive,i want help creating a new online account,1
I want help creating an account,6,Neutral,i want help creating an account,1
i want help creating another goddamn plus account for my mom,11,Neutral,i want help creating another goddamn plus account for my mom,1
I want help deleting an account,6,Neutral,i want help deleting an account,1
I want help deleting my account,6,Neutral,i want help deleting my account,1
I want help deleting the account,6,Neutral,i want help deleting the account,1
I want help editing my account,6,Neutral,i want help editing my account,1
I want help editing my personal information,7,Neutral,i want help editing my personal information,3
I want help filing a complaint,6,Negative,i want help filing a complaint,3
I want help filing a complaint against your business,9,Negative,i want help filing a complaint against your business,3
I want help finding the invoice from my last purchase,10,Neutral,i want help finding the invoice from my last purchase,3
I want help getting a refund,6,Neutral,i want help getting a refund,8
I want help getting a refund of money,8,Neutral,i want help getting a refund of money,8
I want help getting my invoices,6,Neutral,i want help getting my invoices,7
I want help getting my money back,7,Neutral,i want help getting my money back,8
I want help getting refunds,5,Neutral,i want help getting refunds,3
I want help getting refunds of money,7,Neutral,i want help getting refunds of money,8
I want help getting the invoice from last month,9,Neutral,i want help getting the invoice from last month,3
I want help getting the invoices,6,Neutral,i want help getting the invoices,7
I want help getting the invoices from my last purchase,10,Neutral,i want help getting the invoices from my last purchase,7
I want help getting the invoices from September,8,Neutral,i want help getting the invoices from september,7
I want help making a purchase,6,Neutral,i want help making a purchase,3
I want help modifying my online account,7,Neutral,i want help modifying my online account,1
I want help opening a different gold account for my fiance,11,Neutral,i want help opening a different gold account for my fiance,1
I want help opening another online account,7,Neutral,i want help opening another online account,1
I want help regarding my registration,6,Neutral,i want help regarding my registration,3
i want help regarding my user signup,7,Neutral,i want help regarding my user signup,3
I want help regarding our registration,6,Neutral,i want help regarding our registration,3
I want help regarding the registration,6,Neutral,i want help regarding the registration,3
i want help regardnig my sign-up,6,Neutral,i want help regardnig my signup,3
I want help registering,4,Neutral,i want help registering,3
I want help removing an item,6,Neutral,i want help removing an item,6
I want help removing several items from an order,9,Neutral,i want help removing several items from an order,4
I want help reporting a registration issue,7,Neutral,i want help reporting a registration issue,3
I want help reporting an issue with payments,8,Neutral,i want help reporting an issue with payments,3
I want help reporting issues with payment,7,Neutral,i want help reporting issues with payment,3
I want help reporting issues with payments,7,Neutral,i want help reporting issues with payments,3
I want help reporting payment issues,6,Neutral,i want help reporting payment issues,3
I want help reporting registration issues,6,Neutral,i want help reporting registration issues,3
I want help seeing the cancellation penalties,7,Neutral,i want help seeing the cancellation penalties,3
I want help seeing the withdrawal fees,7,Neutral,i want help seeing the withdrawal fees,3
I want help setting a different shipping address up,9,Neutral,i want help setting a different shipping address up,2
I want help setting a new shipping address up,9,Positive,i want help setting a new shipping address up,2
I want help setting another shipping address up,8,Neutral,i want help setting another shipping address up,2
I want help setting up a different shipping address,9,Neutral,i want help setting up a different shipping address,2
I want help setting up another shipping address,8,Neutral,i want help setting up another shipping address,2
i want help signing up to the corporate newsletter,9,Neutral,i want help signing up to the corporate newsletter,0
i want help signing up to the damn newsletter,9,Neutral,i want help signing up to the damn newsletter,0
I want help solving a payment issue,7,Neutral,i want help solving a payment issue,3
I want help solving an issue with payments,8,Neutral,i want help solving an issue with payments,3
I want help solving issues with payment,7,Neutral,i want help solving issues with payment,3
I want help solving payment issues,6,Neutral,i want help solving payment issues,3
I want help submitting some feedback,6,Neutral,i want help submitting some feedback,3
I want help submitting some feedback for a service,9,Neutral,i want help submitting some feedback for a service,3
I want help submitting some feedback for your company,9,Neutral,i want help submitting some feedback for your company,0
I want help submitting some feedback for your services,9,Neutral,i want help submitting some feedback for your services,3
I want help subscribing to your company newsletter,8,Neutral,i want help subscribing to your company newsletter,0
I want help switching to another account,7,Neutral,i want help switching to another account,1
I want help switching to my new account,8,Positive,i want help switching to my new account,1
I want help switching user,5,Neutral,i want help switching user,1
I want help taking a quick look at my invoice,10,Positive,i want help taking a quick look at my invoice,3
I want help talking to an agent,7,Neutral,i want help talking to an agent,3
I want help to add some items,7,Neutral,i want help to add some items,3
I want help to add something,6,Neutral,i want help to add something,3
I want help to buy several items,7,Neutral,i want help to buy several items,6
I want help to buy several of your item,9,Neutral,i want help to buy several of your item,6
I want help to buy some items,7,Neutral,i want help to buy some items,6
I want help to buy some of your item,9,Neutral,i want help to buy some of your item,6
I want help to buy something,6,Neutral,i want help to buy something,6
I want help to cancel an order I have made,10,Neutral,i want help to cancel an order i have made,4
I want help to cancel the company newsletter subscription,9,Neutral,i want help to cancel the company newsletter subscription,0
I want help to change the shipping address,8,Neutral,i want help to change the shipping address,2
I want help to check how long refunds take,9,Neutral,i want help to check how long refunds take,3
I want help to check how long refunds usually take,10,Negative,i want help to check how long refunds usually take,3
I want help to check if there is any updates on my refund,13,Neutral,i want help to check if there is any updates on my refund,8
I want help to check in what cases can I ask for a refund,14,Neutral,i want help to check in what cases can i ask for a refund,8
I want help to check in what cases can I ask for refunds,13,Neutral,i want help to check in what cases can i ask for refunds,3
I want help to check in what cases can I ask to be refunded,14,Neutral,i want help to check in what cases can i ask to be refunded,3
I want help to check my order ETA,8,Neutral,i want help to check my order eta,4
I want help to check my refund status,8,Neutral,i want help to check my refund status,8
I want help to check the cancellation fee,8,Neutral,i want help to check the cancellation fee,3
I want help to check the cancellation fees,8,Neutral,i want help to check the cancellation fees,3
I want help to check the delivery options,8,Neutral,i want help to check the delivery options,3
I want help to check the invoice from 2 months ago,11,Neutral,i want help to check the invoice from 2 months ago,7
I want help to check the invoices from 6 months ago,11,Neutral,i want help to check the invoices from 6 months ago,7
I want help to check the options for delivery,9,Neutral,i want help to check the options for delivery,3
I want help to check the refund status,8,Neutral,i want help to check the refund status,8
I want help to check the status of the refund,10,Neutral,i want help to check the status of the refund,8
I want help to check what delivery options are available,10,Positive,i want help to check what delivery options are available,3
I want help to check what delivery options I can choose,11,Neutral,i want help to check what delivery options i can choose,3
I want help to check what options for delivery you offer,11,Neutral,i want help to check what options for delivery you offer,3
I want help to check what payment methods are available,10,Positive,i want help to check what payment methods are available,3
I want help to check when my delivery is going to arrive,12,Neutral,i want help to check when my delivery is going to arrive,3
I want help to check when my item is going to arrive,12,Neutral,i want help to check when my item is going to arrive,6
I want help to check when will my item arrive,10,Neutral,i want help to check when will my item arrive,6
I want help to check your allowed payment methods,9,Neutral,i want help to check your allowed payment methods,3
I want help to check your money back policy,9,Neutral,i want help to check your money back policy,8
I want help to check your refund policy,8,Neutral,i want help to check your refund policy,8
I want help to contact customer service,7,Neutral,i want help to contact customer service,3
I want help to create an account,7,Neutral,i want help to create an account,1
I want help to create an account for my bride,10,Neutral,i want help to create an account for my bride,1
I want help to delete an account,7,Neutral,i want help to delete an account,1
I want help to delete the account,7,Neutral,i want help to delete the account,1
I want help to edit my account,7,Neutral,i want help to edit my account,1
I want help to edit my personal information,8,Neutral,i want help to edit my personal information,3
i want help to edit my personal information,8,Neutral,i want help to edit my personal information,3
i want help to edit the info on my account,10,Neutral,i want help to edit the info on my account,1
I want help to edit the information on my account,10,Neutral,i want help to edit the information on my account,1
I want help to file a complaint,7,Negative,i want help to file a complaint,3
I want help to file a complaint against your business,10,Negative,i want help to file a complaint against your business,3
i want help to file a consumer complaint,8,Negative,i want help to file a consumer complaint,3
I want help to find the invoice from 5 purchases ago,11,Neutral,i want help to find the invoice from 5 purchases ago,7
I want help to find the invoice from September,9,Neutral,i want help to find the invoice from september,3
I want help to find the invoices from 1 months ago,11,Neutral,i want help to find the invoices from 1 months ago,7
I want help to find the invoices from last month,10,Neutral,i want help to find the invoices from last month,7
I want help to find the invoices from my last purchase,11,Neutral,i want help to find the invoices from my last purchase,7
I want help to get a refund,7,Neutral,i want help to get a refund,8
I want help to get my money back,8,Neutral,i want help to get my money back,8
I want help to get refunds,6,Neutral,i want help to get refunds,3
I want help to get refunds of money,8,Neutral,i want help to get refunds of money,8
I want help to get the invoice from June,9,Neutral,i want help to get the invoice from june,3
I want help to get the invoices,7,Neutral,i want help to get the invoices,7
I want help to get the invoices from last month,10,Neutral,i want help to get the invoices from last month,7
I want help to get the invoices from my last purchase,11,Neutral,i want help to get the invoices from my last purchase,7
I want help to leave a review,7,Neutral,i want help to leave a review,3
I want help to leave a review for your company,10,Neutral,i want help to leave a review for your company,0
I want help to leave a review for your services,10,Neutral,i want help to leave a review for your services,3
I want help to notify of sign-up errors,8,Neutral,i want help to notify of signup errors,3
I want help to open an account,7,Neutral,i want help to open an account,1
I want help to open another accouint,7,Neutral,i want help to open another accouint,3
I want help to recover my password,7,Neutral,i want help to recover my password,3
I want help to register,5,Neutral,i want help to register,3
I want help to remove an item from an order,10,Neutral,i want help to remove an item from an order,4
I want help to report an issue with payments,9,Neutral,i want help to report an issue with payments,3
I want help to report issues with payment,8,Neutral,i want help to report issues with payment,3
I want help to report issues with payments,8,Neutral,i want help to report issues with payments,3
I want help to report payment issues,7,Neutral,i want help to report payment issues,3
i want help to report registration errors,7,Neutral,i want help to report registration errors,3
i want help to retrieve my user account pass,9,Neutral,i want help to retrieve my user account pass,1
I want help to see at what time I can reach customer service,13,Neutral,i want help to see at what time i can reach customer service,3
I want help to see the early exit charges,9,Neutral,i want help to see the early exit charges,3
I want help to set a new shipping address up,10,Positive,i want help to set a new shipping address up,9
I want help to set another shipping address up,9,Neutral,i want help to set another shipping address up,9
I want help to set up a new shipping address,10,Positive,i want help to set up a new shipping address,9
I want help to set up another shipping address,9,Neutral,i want help to set up another shipping address,9
I want help to solve a payment issue,8,Neutral,i want help to solve a payment issue,3
I want help to solve issues with payment,8,Neutral,i want help to solve issues with payment,3
I want help to solve issues with payments,8,Neutral,i want help to solve issues with payments,3
I want help to speak to customer service,8,Neutral,i want help to speak to customer service,3
i want help to speak to customer support,8,Neutral,i want help to speak to customer support,3
I want help to speak with a live agent,9,Positive,i want help to speak with a live agent,3
I want help to submit some feedback for a service,10,Neutral,i want help to submit some feedback for a service,0
I want help to submit some feedback for your company,10,Neutral,i want help to submit some feedback for your company,0
I want help to subscribe to your company newsletter,9,Neutral,i want help to subscribe to your company newsletter,0
I want help to switch to another account,8,Neutral,i want help to switch to another account,1
I want help to switch user,6,Neutral,i want help to switch user,1
I want help to talk to an agent,8,Neutral,i want help to talk to an agent,3
I want help to track an order,7,Neutral,i want help to track an order,4
I want help to track my last order,8,Neutral,i want help to track my last order,4
I want help to track my order,7,Neutral,i want help to track my order,4
I want help to track the last order,8,Neutral,i want help to track the last order,4
i want help to unsubscribe to ur newsletter,8,Neutral,i want help to unsubscribe to ur newsletter,0
I want help to update my address,7,Neutral,i want help to update my address,3
I want help to update my profile,7,Neutral,i want help to update my profile,3
i want help to update some of the details on my profile,12,Neutral,i want help to update some of the details on my profile,3
I want help to use another account,7,Neutral,i want help to use another account,1
I want help to use my new use profile,9,Positive,i want help to use my new use profile,3
I want help tp use another bloody profile,8,Negative,i want help tp use another bloody profile,3
I want help tracking an order,6,Neutral,i want help tracking an order,4
I want help tracking my last order,7,Neutral,i want help tracking my last order,4
I want help tracking my order,6,Neutral,i want help tracking my order,4
I want help tracking the last order,7,Neutral,i want help tracking the last order,4
i want help updating some or my user details,9,Neutral,i want help updating some or my user details,3
I want help using another account,6,Neutral,i want help using another account,1
I want help with my registration,6,Neutral,i want help with my registration,3
I want help with our registration,6,Neutral,i want help with our registration,3
I want help with the registration,6,Neutral,i want help with the registration,3
I want information about a forgotten password,7,Neutral,i want information about a forgotten password,3
I want information about a password recovery,7,Neutral,i want information about a password recovery,3
I want information about cancelling orders,6,Neutral,i want information about cancelling orders,3
I want information about changing an order,7,Neutral,i want information about changing an order,4
I want information about changing my shipping address,8,Neutral,i want information about changing my shipping address,2
I want information about changing the shipping address,8,Neutral,i want information about changing the shipping address,2
I want information about delivery period,6,Neutral,i want information about delivery period,3
I want information about delivery periods,6,Neutral,i want information about delivery periods,3
I want information about forgotten access key,7,Neutral,i want information about forgotten access key,3
I want information about forgotten access keys,7,Neutral,i want information about forgotten access keys,3
I want information about forgotten passwords,6,Neutral,i want information about forgotten passwords,3
I want information about the company newsletter subscription,8,Neutral,i want information about the company newsletter subscription,0
I want information about the delivery options,7,Neutral,i want information about the delivery options,3
I want information about the delivery period,7,Neutral,i want information about the delivery period,3
I want information about the options for delivery,8,Neutral,i want information about the options for delivery,3
i want information about the pwd recovery,7,Neutral,i want information about the pwd recovery,3
I want information about user account deletions,7,Neutral,i want information about user account deletions,1
i want my goddamn reimburfsement,5,Neutral,i want my goddamn reimburfsement,3
I want my money back,5,Neutral,i want my money back,8
I want ot update the address,6,Neutral,i want ot update the address,3
i want support trying to update my delivery address,9,Neutral,i want support trying to update my delivery address,3
i want support updatng the address,6,Neutral,i want support updatng the address,3
i want support with my online reegistration,7,Neutral,i want support with my online reegistration,3
i want supports modifying my address,6,Neutral,i want supports modifying my address,3
I want to add some items to an order,9,Neutral,i want to add some items to an order,4
I want to buy a few of your item,9,Negative,i want to buy a few of your item,6
I want to buy an item,6,Neutral,i want to buy an item,6
I want to buy several of your item,8,Neutral,i want to buy several of your item,6
I want to buy some items,6,Neutral,i want to buy some items,6
I want to buy some of your item,8,Neutral,i want to buy some of your item,6
I want to buy something,5,Neutral,i want to buy something,6
I want to cancel the company newsletter subscription,8,Neutral,i want to cancel the company newsletter subscription,0
I want to cancel the order I made,8,Neutral,i want to cancel the order i made,4
I want to cancel the subscription to your company newsletter,10,Neutral,i want to cancel the subscription to your company newsletter,0
I want to cancel the subscription to your newsletter,9,Neutral,i want to cancel the subscription to your newsletter,0
I want to change my shipping address,7,Neutral,i want to change my shipping address,2
I want to change something of an order,8,Neutral,i want to change something of an order,4
"I want to change the details on my profile, I need help",12,Neutral,i want to change the details on my profile i need help,3
I want to change the shipping address,7,Neutral,i want to change the shipping address,2
I want to change to another user account,8,Neutral,i want to change to another user account,1
I want to chat with somebody,6,Neutral,i want to chat with somebody,3
I want to check at what time customer service available is,11,Positive,i want to check at what time customer service available is,3
I want to check at what time I can contact customer service,12,Neutral,i want to check at what time i can contact customer service,3
I want to check how long refunds take,8,Neutral,i want to check how long refunds take,3
I want to check how long refunds usually take,9,Negative,i want to check how long refunds usually take,3
I want to check how long the delivery takes,9,Neutral,i want to check how long the delivery takes,3
I want to check how soon can I expect the item,11,Neutral,i want to check how soon can i expect the item,6
I want to check if there is any updates on my refund,12,Neutral,i want to check if there is any updates on my refund,8
I want to check if there is anything new on my refund,12,Positive,i want to check if there is anything new on my refund,8
I want to check if there is anything wrong with my refund,12,Negative,i want to check if there is anything wrong with my refund,8
I want to check in what cases can I ask for a refund,13,Neutral,i want to check in what cases can i ask for a refund,8
I want to check in what cases can I ask for my money back,14,Neutral,i want to check in what cases can i ask for my money back,8
I want to check in what cases can I ask for refunds,12,Neutral,i want to check in what cases can i ask for refunds,3
I want to check my refund status,7,Neutral,i want to check my refund status,8
I want to check the cancellation fee,7,Neutral,i want to check the cancellation fee,3
I want to check the cancellation fees,7,Neutral,i want to check the cancellation fees,3
I want to check the delivery options,7,Neutral,i want to check the delivery options,3
I want to check the early exit fee,8,Neutral,i want to check the early exit fee,3
I want to check the early termination fees,8,Neutral,i want to check the early termination fees,3
I want to check the invoice,6,Neutral,i want to check the invoice,3
I want to check the invoice from 9 months ago,10,Neutral,i want to check the invoice from 9 months ago,7
I want to check the refund status,7,Neutral,i want to check the refund status,8
I want to check the status of my order,9,Neutral,i want to check the status of my order,4
I want to check the status of the refund,9,Neutral,i want to check the status of the refund,8
I want to check what delivery options are available,9,Positive,i want to check what delivery options are available,3
I want to check what hours customer service available is,10,Positive,i want to check what hours customer service available is,3
I want to check what options for delivery I can choose,11,Neutral,i want to check what options for delivery i can choose,3
I want to check what options for delivery you offer,10,Neutral,i want to check what options for delivery you offer,3
I want to check what payment methods are available,9,Positive,i want to check what payment methods are available,3
I want to check what payment methods you accept,9,Neutral,i want to check what payment methods you accept,3
I want to check when my delivery is going to arrive,11,Neutral,i want to check when my delivery is going to arrive,3
I want to check when will my item arrive,9,Neutral,i want to check when will my item arrive,6
I want to check your accepted payment options,8,Neutral,i want to check your accepted payment options,3
I want to check your refund policy,7,Neutral,i want to check your refund policy,8
I want to contact customer service,6,Neutral,i want to contact customer service,3
I want to correct my user dfata,7,Neutral,i want to correct my user dfata,3
I want to create a new account,7,Positive,i want to create a new account,1
I want to create another online account for my wife,10,Neutral,i want to create another online account for my wife,1
I want to delete my account,6,Neutral,i want to delete my account,1
I want to delete the account,6,Neutral,i want to delete the account,1
I want to edit my account,6,Neutral,i want to edit my account,1
I want to edit my personal information,7,Neutral,i want to edit my personal information,3
I want to edit the info no my profile,9,Neutral,i want to edit the info no my profile,3
I want to edit the information on my account,9,Neutral,i want to edit the information on my account,1
I want to file a complaint,6,Negative,i want to file a complaint,3
I want to file a complaint against your business,9,Negative,i want to file a complaint against your business,3
I want to file a consumer complaint against your company,10,Negative,i want to file a consumer complaint against your company,0
I want to filea claim,5,Neutral,i want to filea claim,3
I want to find the invoice from last month,9,Neutral,i want to find the invoice from last month,3
I want to get a refund,6,Neutral,i want to get a refund,8
I want to get a refund of money,8,Neutral,i want to get a refund of money,8
I want to get my invoices,6,Neutral,i want to get my invoices,7
I want to get my money back,7,Neutral,i want to get my money back,8
I want to get refunds of money,7,Neutral,i want to get refunds of money,8
I want to get the invoice,6,Neutral,i want to get the invoice,3
I want to get the invoice from 1 purchases ago,10,Neutral,i want to get the invoice from 1 purchases ago,7
I want to get the invoice from eleven months ago,10,Neutral,i want to get the invoice from eleven months ago,7
I want to get the invoice from last month,9,Neutral,i want to get the invoice from last month,3
I want to get the invoices from July,8,Neutral,i want to get the invoices from july,7
